Date,Product Name,Category,Quantity Sold,Price per Unit,Total Revenue,Cost Price per Unit
2021-02-20,Antacid,Medicine,5,25.0,125.0,20.15
2024-11-06,Sunscreen,Hygiene,1,176.57,176.57,79.85
2022-12-26,Paracetamol,Medicine,5,10.0,50.0,8.19
2023-05-01,Paracetamol,Medicine,7,10.0,70.0,8.0
2024-05-20,Ramipril,Medicine,2,36.78,73.56,228.73
2021-01-20,Hand Sanitizer,Hygiene,4,100.0,400.0,58.62
2021-12-13,Paracetamol,Medicine,1,10.0,10.0,6.5
2023-09-02,Deodorant,Hygiene,2,200.0,400.0,122.17
2022-04-04,Protein Powder,Wellness,3,500.0,1500.0,255.9
2022-11-28,Sunscreen,Hygiene,6,150.0,900.0,83.39
2023-07-15,Deodorant,Hygiene,4,200.0,800.0,120.45
2023-07-03,Deodorant,Hygiene,5,200.0,1000.0,139.19
2022-12-28,Paracetamol,Medicine,1,10.0,10.0,7.4
2023-02-09,Ibuprofen,Medicine,4,20.0,80.0,12.58
2023-01-16,Face Mask,Hygiene,2,15.0,30.0,13.33
2021-07-03,Face Mask,Hygiene,1,15.0,15.0,12.79
2021-11-09,Antacid,Medicine,7,25.0,175.0,14.59
2021-04-10,Ibuprofen,Medicine,5,20.0,100.0,14.74
2022-12-29,Paracetamol,Medicine,2,10.0,20.0,5.26
2022-06-10,Sunscreen,Hygiene,9,150.0,1350.0,83.42
2022-01-06,Deodorant,Hygiene,6,200.0,1200.0,104.3
2023-03-09,Cough Syrup,Medicine,8,80.0,640.0,44.31
2023-08-05,Sunscreen,Hygiene,5,150.0,750.0,124.0
2021-03-01,Antacid,Medicine,1,25.0,25.0,14.05
2023-06-30,Antacid,Medicine,3,25.0,75.0,19.86
2023-08-26,Cough Syrup,Medicine,10,80.0,800.0,71.06
2024-12-16,Paracetamol,Medicine,1,294.5,294.5,206.24
2024-03-24,Fexofenadine,Medicine,10,296.12,2961.2,261.79
2021-08-29,Ibuprofen,Medicine,6,20.0,120.0,15.3
2022-03-26,Hand Sanitizer,Hygiene,6,100.0,600.0,75.61
2021-07-25,Ibuprofen,Medicine,7,20.0,140.0,17.77
2023-04-14,Paracetamol,Medicine,4,10.0,40.0,7.27
2022-12-01,Multivitamin,Wellness,5,50.0,250.0,26.72
2024-04-26,Azithromycin,Medicine,5,207.22,1036.1,176.34
2024-01-10,Erythromycin,Medicine,2,45.49,90.98,230.37
2022-11-25,Protein Powder,Wellness,2,500.0,1000.0,420.16
2022-11-17,Hand Sanitizer,Hygiene,5,100.0,500.0,89.72
2024-03-03,Warfarin,Medicine,2,66.24,132.48,184.65
2023-05-04,Multivitamin,Wellness,5,50.0,250.0,31.33
2023-12-14,Sunscreen,Hygiene,7,150.0,1050.0,76.49
2022-10-10,Hand Sanitizer,Hygiene,3,100.0,300.0,83.37
2023-06-12,Ibuprofen,Medicine,1,20.0,20.0,17.62
2023-04-05,Multivitamin,Wellness,10,50.0,500.0,43.31
2021-11-02,Ibuprofen,Medicine,3,20.0,60.0,13.81
2023-01-04,Multivitamin,Wellness,8,50.0,400.0,25.41
2021-07-05,Deodorant,Hygiene,3,200.0,600.0,116.25
2021-07-26,Multivitamin,Wellness,6,50.0,300.0,27.78
2023-12-06,Multivitamin,Wellness,4,50.0,200.0,30.28
2022-01-29,Multivitamin,Wellness,8,50.0,400.0,33.4
2021-11-28,Face Mask,Hygiene,2,15.0,30.0,11.45
2023-03-20,Deodorant,Hygiene,3,200.0,600.0,166.01
2022-02-23,Hand Sanitizer,Hygiene,2,100.0,200.0,66.37
2023-09-05,Paracetamol,Medicine,8,10.0,80.0,7.76
2021-03-11,Paracetamol,Medicine,4,10.0,40.0,8.5
2024-11-02,Omeprazole,Medicine,10,448.97,4489.700000000001,38.33
2022-06-05,Ibuprofen,Medicine,6,20.0,120.0,17.29
2023-03-07,Deodorant,Hygiene,2,200.0,400.0,119.2
2022-06-11,Deodorant,Hygiene,6,200.0,1200.0,104.37
2022-01-27,Antacid,Medicine,5,25.0,125.0,20.68
2023-05-31,Antacid,Medicine,4,25.0,100.0,16.92
2021-02-11,Sunscreen,Hygiene,7,150.0,1050.0,97.78
2022-02-24,Multivitamin,Wellness,9,50.0,450.0,35.78
2022-06-07,Ibuprofen,Medicine,4,20.0,80.0,13.29
2021-11-30,Cough Syrup,Medicine,6,80.0,480.0,50.84
2023-01-14,Antacid,Medicine,9,25.0,225.0,20.05
2021-07-15,Hand Sanitizer,Hygiene,1,100.0,100.0,55.38
2023-06-18,Ibuprofen,Medicine,1,20.0,20.0,17.77
2022-02-16,Face Mask,Hygiene,10,15.0,150.0,8.95
2024-11-04,Erythromycin,Medicine,9,45.49,409.41,230.37
2023-11-27,Sunscreen,Hygiene,3,150.0,450.0,84.58
2023-12-17,Deodorant,Hygiene,3,200.0,600.0,151.01
2021-11-18,Face Mask,Hygiene,7,15.0,105.0,11.9
2022-07-03,Cough Syrup,Medicine,3,80.0,240.0,66.9
2024-05-04,Gliclazide,Medicine,9,262.4,2361.6,221.17
2021-12-26,Hand Sanitizer,Hygiene,4,100.0,400.0,73.99
2022-04-17,Face Mask,Hygiene,4,15.0,60.0,12.59
2021-04-18,Paracetamol,Medicine,8,10.0,80.0,5.26
2022-08-13,Paracetamol,Medicine,6,10.0,60.0,6.83
2023-03-10,Antacid,Medicine,8,25.0,200.0,18.3
2021-06-11,Face Mask,Hygiene,6,15.0,90.0,8.15
2021-04-15,Cough Syrup,Medicine,8,80.0,640.0,55.27
2022-02-26,Sunscreen,Hygiene,2,150.0,300.0,79.71
2024-07-13,Lamotrigine,Medicine,8,320.14,2561.12,149.66
2021-09-26,Antacid,Medicine,4,25.0,100.0,19.94
2023-03-24,Hand Sanitizer,Hygiene,10,100.0,1000.0,70.54
2023-05-29,Ibuprofen,Medicine,10,20.0,200.0,10.97
2023-06-03,Sunscreen,Hygiene,7,150.0,1050.0,79.52
2024-03-12,Fexofenadine,Medicine,8,296.12,2368.96,261.79
2023-07-17,Antacid,Medicine,5,25.0,125.0,21.91
2023-02-22,Ibuprofen,Medicine,5,20.0,100.0,12.67
2023-11-25,Paracetamol,Medicine,4,10.0,40.0,6.73
2023-07-21,Antacid,Medicine,2,25.0,50.0,17.39
2021-08-06,Protein Powder,Wellness,1,500.0,500.0,437.09
2023-06-09,Antacid,Medicine,3,25.0,75.0,18.02
2024-07-31,Aspirin,Medicine,9,143.77,1293.93,283.6
2023-04-17,Sunscreen,Hygiene,9,150.0,1350.0,78.04
2021-08-28,Deodorant,Hygiene,4,200.0,800.0,161.73
2022-07-21,Face Mask,Hygiene,4,15.0,60.0,9.64
2021-04-01,Cough Syrup,Medicine,4,80.0,320.0,42.55
2023-12-14,Protein Powder,Wellness,10,500.0,5000.0,281.06
2024-02-27,Paracetamol,Medicine,8,294.5,2356.0,206.24
2023-08-05,Deodorant,Hygiene,4,200.0,800.0,140.43
2021-06-20,Face Mask,Hygiene,1,15.0,15.0,12.09
2021-07-15,Cough Syrup,Medicine,9,80.0,720.0,48.76
2021-12-14,Antacid,Medicine,2,25.0,50.0,15.32
2023-07-15,Paracetamol,Medicine,6,10.0,60.0,8.61
2021-06-04,Paracetamol,Medicine,2,10.0,20.0,7.18
2022-05-24,Antacid,Medicine,2,25.0,50.0,16.46
2023-03-09,Sunscreen,Hygiene,5,150.0,750.0,115.73
2021-07-06,Antacid,Medicine,9,25.0,225.0,19.37
2021-07-26,Antacid,Medicine,1,25.0,25.0,20.65
2023-12-06,Ibuprofen,Medicine,7,20.0,140.0,10.03
2023-01-02,Cough Syrup,Medicine,7,80.0,560.0,55.17
2021-06-20,Antacid,Medicine,9,25.0,225.0,18.64
2024-04-21,Losartan,Medicine,4,405.07,1620.28,242.57
2023-12-28,Protein Powder,Wellness,2,500.0,1000.0,300.77
2024-04-07,Face Mask,Hygiene,4,345.85,1383.4,204.0
2022-04-25,Deodorant,Hygiene,10,200.0,2000.0,100.82
2021-11-03,Antacid,Medicine,7,25.0,175.0,17.26
2022-07-01,Deodorant,Hygiene,8,200.0,1600.0,163.04
2021-01-03,Ibuprofen,Medicine,10,20.0,200.0,13.82
2023-03-18,Face Mask,Hygiene,9,15.0,135.0,12.69
2024-11-20,Ramipril,Medicine,2,36.78,73.56,228.73
2023-03-11,Face Mask,Hygiene,3,15.0,45.0,11.18
2024-01-16,Doxycycline,Medicine,3,336.84,1010.52,249.52
2023-02-21,Multivitamin,Wellness,4,50.0,200.0,44.78
2022-04-20,Protein Powder,Wellness,7,500.0,3500.0,378.36
2023-02-01,Multivitamin,Wellness,2,50.0,100.0,41.28
2023-02-28,Paracetamol,Medicine,7,10.0,70.0,5.22
2023-07-02,Cough Syrup,Medicine,7,80.0,560.0,61.16
2021-11-05,Hand Sanitizer,Hygiene,9,100.0,900.0,81.82
2023-11-24,Multivitamin,Wellness,10,50.0,500.0,40.81
2023-02-13,Face Mask,Hygiene,6,15.0,90.0,11.96
2022-08-27,Protein Powder,Wellness,1,500.0,500.0,369.05
2022-07-07,Paracetamol,Medicine,10,10.0,100.0,5.99
2024-10-22,Budesonide,Medicine,8,78.76,630.08,193.42
2022-01-20,Multivitamin,Wellness,3,50.0,150.0,39.1
2024-08-22,Ibuprofen,Medicine,5,304.47,1522.35,53.87
2023-09-06,Sunscreen,Hygiene,1,150.0,150.0,75.28
2023-02-06,Paracetamol,Medicine,4,10.0,40.0,6.9
2023-06-22,Paracetamol,Medicine,7,10.0,70.0,6.4
2021-01-14,Antacid,Medicine,3,25.0,75.0,12.82
2024-05-08,Hand Sanitizer,Hygiene,5,109.07,545.3499999999999,64.49
2023-03-07,Antacid,Medicine,7,25.0,175.0,13.22
2024-03-07,Hydroxyzine,Medicine,8,128.61,1028.88,100.47
2023-02-01,Face Mask,Hygiene,5,15.0,75.0,13.12
2023-11-08,Sunscreen,Hygiene,4,150.0,600.0,131.08
2022-07-22,Protein Powder,Wellness,7,500.0,3500.0,412.16
2023-06-02,Multivitamin,Wellness,1,50.0,50.0,40.64
2024-06-06,Clarithromycin,Medicine,2,375.57,751.14,69.74
2021-10-31,Deodorant,Hygiene,5,200.0,1000.0,142.93
2022-10-09,Antacid,Medicine,4,25.0,100.0,21.49
2021-04-15,Deodorant,Hygiene,3,200.0,600.0,119.69
2022-02-25,Sunscreen,Hygiene,1,150.0,150.0,96.57
2022-07-22,Paracetamol,Medicine,6,10.0,60.0,8.94
2021-07-10,Sunscreen,Hygiene,2,150.0,300.0,131.4
2023-10-19,Multivitamin,Wellness,5,50.0,250.0,43.95
2022-12-25,Multivitamin,Wellness,9,50.0,450.0,37.32
2021-01-01,Sunscreen,Hygiene,6,,900.0,88.64
2021-01-05,Antacid,Medicine,6,25.0,150.0,13.36
2024-03-19,Shampoo,Hygiene,6,170.51,1023.06,289.7
2021-07-24,Ibuprofen,Medicine,4,20.0,80.0,13.47
2023-10-06,Multivitamin,Wellness,8,50.0,400.0,39.37
2023-12-25,Paracetamol,Medicine,4,10.0,40.0,6.18
2024-02-11,Shampoo,Hygiene,4,170.51,682.04,289.7
2023-08-23,Multivitamin,Wellness,8,50.0,400.0,37.46
2022-09-08,Ibuprofen,Medicine,2,20.0,40.0,11.08
2024-01-18,Ranitidine,Medicine,9,293.37,2640.33,20.6
2021-05-21,Face Mask,Hygiene,8,15.0,120.0,11.82
2022-11-20,Cough Syrup,Medicine,1,80.0,80.0,69.6
2021-04-30,Hand Sanitizer,Hygiene,10,100.0,1000.0,86.97
2021-11-09,Ibuprofen,Medicine,2,20.0,40.0,10.62
2024-12-11,Simvastatin,Medicine,6,271.24,1627.44,203.56
2023-11-10,Protein Powder,Wellness,6,500.0,3000.0,434.02
2024-05-13,Salbutamol,Medicine,8,369.3,2954.4,161.82
2023-02-07,Face Mask,Hygiene,6,15.0,90.0,11.6
2021-08-14,Hand Sanitizer,Hygiene,2,100.0,200.0,87.4
2024-07-01,Multivitamin,Wellness,2,303.02,606.04,152.5
2024-07-13,Fexofenadine,Medicine,10,296.12,2961.2,261.79
2023-11-06,Antacid,Medicine,7,25.0,175.0,22.48
2024-09-27,Fluconazole,Medicine,9,386.74,3480.66,249.26
2024-08-22,Paracetamol,Medicine,8,294.5,2356.0,206.24
2024-02-02,Pantoprazole,Medicine,6,25.85,155.10000000000002,72.35
2021-06-24,Hand Sanitizer,Hygiene,4,100.0,400.0,74.8
2024-10-26,Omeprazole,Medicine,10,448.97,4489.700000000001,38.33
2023-10-16,Multivitamin,Wellness,1,50.0,50.0,31.49
2021-03-21,Deodorant,Hygiene,10,200.0,2000.0,158.34
2023-11-15,Protein Powder,Wellness,1,500.0,500.0,256.89
2022-05-12,Antacid,Medicine,2,25.0,50.0,17.41
2021-08-29,Deodorant,Hygiene,1,200.0,200.0,152.57
2024-10-13,Lisinopril,Medicine,3,401.93,1205.79,100.6
2023-08-04,Deodorant,Hygiene,5,200.0,1000.0,174.77
2024-04-02,Omeprazole,Medicine,10,448.97,4489.700000000001,38.33
2021-06-30,Multivitamin,Wellness,6,50.0,300.0,38.56
2022-04-15,Sunscreen,Hygiene,1,150.0,150.0,85.97
2024-04-20,Hydroxyzine,Medicine,2,128.61,257.22,100.47
2024-01-09,Deodorant,Hygiene,10,141.21,1412.1,115.99
2023-01-05,Deodorant,Hygiene,10,200.0,2000.0,116.24
2023-05-12,Face Mask,Hygiene,4,15.0,60.0,10.38
2023-04-10,Antacid,Medicine,4,25.0,100.0,20.96
2021-05-16,Multivitamin,Wellness,2,50.0,100.0,25.78
2023-09-13,Paracetamol,Medicine,5,10.0,50.0,5.36
2022-08-03,Protein Powder,Wellness,7,500.0,3500.0,394.64
2023-08-04,Cough Syrup,Medicine,8,80.0,640.0,58.34
2024-06-17,Azithromycin,Medicine,8,207.22,1657.76,176.34
2023-06-13,Antacid,Medicine,2,25.0,50.0,21.23
2022-12-19,Antacid,Medicine,4,25.0,100.0,18.72
2024-02-12,Sitagliptin,Medicine,5,113.65,568.25,183.22
2023-09-02,Paracetamol,Medicine,10,10.0,100.0,8.35
2023-10-30,Paracetamol,Medicine,8,10.0,80.0,8.53
2022-11-24,Protein Powder,Wellness,7,500.0,3500.0,346.69
2022-01-08,Multivitamin,Wellness,5,50.0,250.0,34.59
2022-12-01,Ibuprofen,Medicine,8,20.0,160.0,16.89
2021-11-03,Face Mask,Hygiene,4,15.0,60.0,10.53
2023-07-15,Deodorant,Hygiene,9,200.0,1800.0,117.77
2023-09-18,Paracetamol,Medicine,2,10.0,20.0,7.9
2022-01-31,Hand Sanitizer,Hygiene,2,100.0,200.0,53.08
2021-01-22,Hand Sanitizer,Hygiene,4,100.0,400.0,78.65
2023-12-05,Hand Sanitizer,Hygiene,1,100.0,100.0,66.95
2024-04-29,Face Mask,Hygiene,3,345.85,1037.5500000000002,204.0
2023-06-22,Ibuprofen,Medicine,9,20.0,180.0,12.94
2024-10-09,Cough Syrup,Medicine,6,199.94,1199.64,240.66
2024-11-29,Ibuprofen,Medicine,2,304.47,608.94,53.87
2021-09-04,Protein Powder,Wellness,7,500.0,3500.0,385.43
2022-06-06,Face Mask,Hygiene,2,15.0,30.0,9.36
2021-11-19,Face Mask,Hygiene,1,15.0,15.0,10.38
2022-11-03,Multivitamin,Wellness,2,50.0,100.0,26.02
2021-02-03,Hand Sanitizer,Hygiene,1,100.0,100.0,85.41
2022-10-01,Protein Powder,Wellness,10,500.0,5000.0,377.13
2022-02-14,Face Mask,Hygiene,1,15.0,15.0,7.63
2022-02-28,Paracetamol,Medicine,8,10.0,80.0,5.99
2022-03-03,Protein Powder,Wellness,4,500.0,2000.0,373.72
2021-02-28,Protein Powder,Wellness,9,500.0,4500.0,414.49
2022-02-23,Cough Syrup,Medicine,7,80.0,560.0,43.19
2023-06-27,Hand Sanitizer,Hygiene,5,100.0,500.0,84.02
2021-09-28,Cough Syrup,Medicine,2,80.0,160.0,40.95
2023-12-08,Ibuprofen,Medicine,5,20.0,100.0,11.39
2023-05-21,Deodorant,Hygiene,1,200.0,200.0,164.11
2021-06-20,Ibuprofen,Medicine,7,20.0,140.0,10.52
2022-01-10,Paracetamol,Medicine,3,10.0,30.0,6.97
2022-02-22,Face Mask,Hygiene,9,15.0,135.0,8.67
2022-09-19,Hand Sanitizer,Hygiene,6,100.0,600.0,50.01
2022-11-25,Protein Powder,Wellness,10,500.0,5000.0,255.9
2022-02-13,Multivitamin,Wellness,8,50.0,400.0,30.59
2021-09-24,Deodorant,Hygiene,4,200.0,800.0,159.26
2023-03-05,Ibuprofen,Medicine,6,20.0,120.0,10.25
2023-11-13,Deodorant,Hygiene,5,200.0,1000.0,130.42
2021-07-09,Face Mask,Hygiene,5,15.0,75.0,11.58
2024-12-01,Atorvastatin,Medicine,9,208.92,1880.28,133.07
2021-08-18,Ibuprofen,Medicine,2,20.0,40.0,16.26
2021-12-18,Face Mask,Hygiene,6,15.0,90.0,11.84
2021-05-17,Face Mask,Hygiene,9,15.0,135.0,8.05
2023-07-08,Multivitamin,Wellness,1,50.0,50.0,35.89
2021-03-13,Protein Powder,Wellness,1,500.0,500.0,302.58
2023-11-27,Face Mask,Hygiene,7,15.0,105.0,7.51
2023-07-17,Sunscreen,Hygiene,4,150.0,600.0,118.42
2023-07-18,Sunscreen,Hygiene,6,150.0,900.0,108.2
2021-10-09,Multivitamin,Wellness,7,50.0,350.0,34.11
2023-04-29,Paracetamol,Medicine,1,10.0,10.0,5.21
2024-01-30,Ramipril,Medicine,1,36.78,36.78,228.73
2024-06-03,Gliclazide,Medicine,8,262.4,2099.2,221.17
2024-04-10,Cetirizine,Medicine,6,375.04,2250.24,224.87
2021-10-28,Cough Syrup,Medicine,6,80.0,480.0,68.54
2024-09-15,Diclofenac,Medicine,4,389.23,1556.92,125.73
2021-06-30,Paracetamol,Medicine,8,10.0,80.0,5.57
2021-11-17,Sunscreen,Hygiene,3,150.0,450.0,113.87
2021-09-10,Ibuprofen,Medicine,1,20.0,20.0,15.11
2021-08-26,Sunscreen,Hygiene,1,150.0,150.0,82.49
2023-07-23,Hand Sanitizer,Hygiene,7,100.0,700.0,62.37
2022-03-08,Hand Sanitizer,Hygiene,4,100.0,400.0,53.8
2023-07-08,Hand Sanitizer,Hygiene,9,100.0,900.0,50.95
2024-06-17,Lamotrigine,Medicine,6,320.14,1920.84,149.66
2021-09-01,Sunscreen,Hygiene,6,150.0,900.0,100.13
2021-04-22,Deodorant,Hygiene,6,200.0,1200.0,146.68
2022-10-11,Paracetamol,Medicine,4,10.0,40.0,5.39
2023-10-20,Deodorant,Hygiene,4,200.0,800.0,142.87
2021-06-15,Multivitamin,Wellness,7,50.0,350.0,32.29
2023-11-23,Protein Powder,Wellness,5,500.0,2500.0,336.32
2024-03-31,Cough Syrup,Medicine,9,199.94,1799.46,240.66
2021-06-02,Deodorant,Hygiene,9,200.0,1800.0,162.78
2023-07-28,Ibuprofen,Medicine,9,20.0,180.0,14.09
2022-07-31,Cough Syrup,Medicine,4,80.0,320.0,43.8
2024-05-18,Simvastatin,Medicine,5,271.24,1356.2,203.56
2023-03-05,Cough Syrup,Medicine,10,80.0,800.0,69.61
2021-07-05,Hand Sanitizer,Hygiene,3,100.0,300.0,62.05
2023-08-05,Hand Sanitizer,Hygiene,8,100.0,800.0,80.98
2022-05-10,Multivitamin,Wellness,7,50.0,350.0,37.55
2021-04-17,Deodorant,Hygiene,1,200.0,200.0,167.85
2023-02-03,Face Mask,Hygiene,6,15.0,90.0,9.99
2021-12-21,Deodorant,Hygiene,10,200.0,2000.0,118.21
2022-05-07,Deodorant,Hygiene,9,200.0,1800.0,176.96
2024-05-11,Prednisolone,Medicine,2,475.12,950.24,196.15
2022-12-03,Protein Powder,Wellness,1,500.0,500.0,334.54
2022-02-01,Sunscreen,Hygiene,3,150.0,450.0,75.17
2023-12-25,Deodorant,Hygiene,3,200.0,600.0,129.59
2022-12-20,Antacid,Medicine,4,25.0,100.0,14.25
2024-11-06,Clopidogrel,Medicine,10,315.78,3157.8,223.85
2023-10-30,Deodorant,Hygiene,3,200.0,600.0,158.52
2021-04-02,Protein Powder,Wellness,1,500.0,500.0,390.22
2023-12-27,Sunscreen,Hygiene,3,150.0,450.0,94.07
2023-10-02,Face Mask,Hygiene,8,15.0,120.0,11.31
2022-02-23,Multivitamin,Wellness,2,50.0,100.0,36.44
2021-01-28,Deodorant,Hygiene,4,200.0,800.0,159.64
2023-02-13,Multivitamin,Wellness,3,50.0,150.0,31.66
2022-08-23,Multivitamin,Wellness,9,50.0,450.0,39.38
2022-07-24,Face Mask,Hygiene,4,15.0,60.0,11.39
2024-08-09,Calcium Tablets,Wellness,3,65.53,196.59,34.42
2024-05-07,Calcium Tablets,Wellness,2,65.53,131.06,34.42
2023-08-20,Deodorant,Hygiene,2,200.0,400.0,101.22
2022-09-19,Protein Powder,Wellness,8,500.0,4000.0,297.28
2022-11-22,Hand Sanitizer,Hygiene,8,100.0,800.0,72.8
2022-09-14,Protein Powder,Wellness,8,500.0,4000.0,444.28
2022-06-05,Sunscreen,Hygiene,6,150.0,900.0,92.15
2023-02-15,Sunscreen,Hygiene,2,150.0,300.0,93.35
2023-05-06,Multivitamin,Wellness,9,50.0,450.0,42.8
2023-12-05,Paracetamol,Medicine,3,10.0,30.0,8.23
2023-04-06,Antacid,Medicine,4,25.0,100.0,19.55
2023-02-05,Cough Syrup,Medicine,6,80.0,480.0,53.21
2021-07-18,Ibuprofen,Medicine,7,20.0,140.0,17.83
2021-05-31,Antacid,Medicine,1,25.0,25.0,20.55
2022-01-07,Paracetamol,Medicine,2,10.0,20.0,8.63
2023-01-08,Sunscreen,Hygiene,9,150.0,1350.0,128.82
2021-06-24,Multivitamin,Wellness,2,50.0,100.0,38.31
2024-09-03,Toothpaste,Hygiene,9,81.02,729.18,249.98
2021-12-21,Deodorant,Hygiene,7,200.0,1400.0,134.71
2022-04-09,Hand Sanitizer,Hygiene,2,100.0,200.0,59.97
2024-10-24,Losartan,Medicine,6,405.07,2430.42,242.57
2023-08-08,Cough Syrup,Medicine,2,80.0,160.0,44.07
2024-01-14,Aspirin,Medicine,8,143.77,1150.16,283.6
2023-08-03,Cough Syrup,Medicine,8,80.0,640.0,46.85
2021-06-03,Protein Powder,Wellness,9,500.0,4500.0,287.52
2023-08-30,Hand Sanitizer,Hygiene,7,100.0,700.0,72.13
2021-11-12,Paracetamol,Medicine,6,10.0,60.0,5.97
2022-10-10,Ibuprofen,Medicine,9,20.0,180.0,15.39
2022-06-24,Sunscreen,Hygiene,6,150.0,900.0,130.79
2024-01-06,Clopidogrel,Medicine,8,315.78,2526.24,223.85
2024-06-05,Salbutamol,Medicine,3,369.3,1107.9,161.82
2021-12-23,Face Mask,Hygiene,9,15.0,135.0,8.06
2021-10-01,Ibuprofen,Medicine,3,20.0,60.0,13.82
2021-10-17,Paracetamol,Medicine,6,10.0,60.0,8.69
2022-12-17,Deodorant,Hygiene,8,200.0,1600.0,123.07
2023-06-16,Deodorant,Hygiene,3,200.0,600.0,156.91
2024-01-03,Cough Syrup,Medicine,2,199.94,399.88,240.66
2024-11-06,Deodorant,Hygiene,6,141.21,847.26,115.99
2024-12-07,Hydroxyzine,Medicine,3,128.61,385.83,100.47
2022-12-06,Hand Sanitizer,Hygiene,7,100.0,700.0,71.86
2021-03-16,Face Mask,Hygiene,3,15.0,45.0,12.61
2022-12-29,Multivitamin,Wellness,7,50.0,350.0,28.72
2022-06-03,Multivitamin,Wellness,10,50.0,500.0,37.37
2023-05-24,Cough Syrup,Medicine,6,80.0,480.0,58.79
2021-06-21,Ibuprofen,Medicine,8,20.0,160.0,14.77
2022-07-24,Ibuprofen,Medicine,10,20.0,200.0,10.79
2024-10-13,Simvastatin,Medicine,6,271.24,1627.44,203.56
2022-12-12,Protein Powder,Wellness,1,500.0,500.0,379.3
2024-08-18,Ibuprofen,Medicine,8,304.47,2435.76,53.87
2022-08-12,Deodorant,Hygiene,4,200.0,800.0,168.99
2022-12-29,Hand Sanitizer,Hygiene,4,100.0,400.0,84.14
2022-09-03,Ibuprofen,Medicine,1,20.0,20.0,13.71
2023-07-07,Ibuprofen,Medicine,6,20.0,120.0,17.41
2023-02-15,Hand Sanitizer,Hygiene,7,100.0,700.0,54.4
2024-07-28,Budesonide,Medicine,3,78.76,236.28000000000003,193.42
2023-09-11,Hand Sanitizer,Hygiene,6,100.0,600.0,76.85
2022-12-27,Protein Powder,Wellness,4,500.0,2000.0,423.82
2023-12-15,Cough Syrup,Medicine,2,80.0,160.0,68.59
2021-05-28,Antacid,Medicine,5,25.0,125.0,15.54
2021-03-30,Multivitamin,Wellness,8,50.0,400.0,41.92
2021-12-17,Sunscreen,Hygiene,2,150.0,300.0,130.68
2022-08-04,Ibuprofen,Medicine,9,20.0,180.0,17.79
2024-02-12,Salbutamol,Medicine,10,369.3,3693.0,161.82
2022-05-04,Ibuprofen,Medicine,3,20.0,60.0,14.7
2023-09-09,Antacid,Medicine,8,25.0,200.0,19.16
2022-07-04,Cough Syrup,Medicine,4,80.0,320.0,47.35
2021-04-28,Paracetamol,Medicine,2,10.0,20.0,8.52
2023-07-25,Sunscreen,Hygiene,7,150.0,1050.0,84.59
2021-07-08,Multivitamin,Wellness,7,50.0,350.0,30.57
2024-05-06,Aspirin,Medicine,1,143.77,143.77,283.6
2021-09-24,Sunscreen,Hygiene,7,150.0,1050.0,126.82
2024-02-04,Lisinopril,Medicine,4,401.93,1607.72,100.6
2024-03-22,Warfarin,Medicine,3,66.24,198.72,184.65
2021-08-11,Multivitamin,Wellness,4,50.0,200.0,40.11
2021-06-14,Protein Powder,Wellness,5,500.0,2500.0,311.36
2022-11-14,Protein Powder,Wellness,9,500.0,4500.0,362.51
2021-09-29,Ibuprofen,Medicine,1,20.0,20.0,11.16
2021-01-09,Multivitamin,Wellness,6,50.0,300.0,33.95
2022-11-28,Antacid,Medicine,6,25.0,150.0,17.54
2024-04-15,Cetirizine,Medicine,9,375.04,3375.36,224.87
2024-08-23,Clopidogrel,Medicine,5,315.78,1578.9,223.85
2024-05-10,Azithromycin,Medicine,9,207.22,1864.98,176.34
2023-02-27,Face Mask,Hygiene,3,15.0,45.0,11.89
2022-09-16,Paracetamol,Medicine,6,10.0,60.0,5.99
2024-02-19,Omeprazole,Medicine,3,448.97,1346.91,38.33
2021-10-18,Ibuprofen,Medicine,6,20.0,120.0,11.24
2023-11-13,Hand Sanitizer,Hygiene,7,100.0,700.0,86.85
2021-01-28,Ibuprofen,Medicine,9,20.0,180.0,10.6
2021-04-22,Hand Sanitizer,Hygiene,5,100.0,500.0,75.15
2021-01-11,Paracetamol,Medicine,8,10.0,80.0,6.22
2023-11-26,Ibuprofen,Medicine,9,20.0,180.0,11.54
2024-09-27,Calcium Tablets,Wellness,1,65.53,65.53,34.42
2022-01-21,Hand Sanitizer,Hygiene,9,100.0,900.0,66.12
2021-12-28,Hand Sanitizer,Hygiene,8,100.0,800.0,60.61
2024-07-03,Diclofenac,Medicine,9,389.23,3503.07,125.73
2021-10-06,Protein Powder,Wellness,6,500.0,3000.0,432.48
2023-11-26,Face Mask,Hygiene,4,15.0,60.0,12.28
2021-01-12,Protein Powder,Wellness,10,500.0,5000.0,295.27
2023-10-12,Deodorant,Hygiene,4,200.0,800.0,144.86
2024-09-20,Lisinopril,Medicine,9,401.93,3617.37,100.6
2024-07-03,Ibuprofen,Medicine,2,304.47,608.94,53.87
2022-07-03,Cough Syrup,Medicine,4,80.0,320.0,66.26
2023-05-30,Multivitamin,Wellness,1,50.0,50.0,25.16
2021-10-27,Hand Sanitizer,Hygiene,1,100.0,100.0,77.07
2021-11-26,Face Mask,Hygiene,1,15.0,15.0,13.5
2022-09-21,Hand Sanitizer,Hygiene,7,100.0,700.0,72.87
2021-07-26,Deodorant,Hygiene,6,200.0,1200.0,117.34
